from_cui	to_cui	level
C0008241	C0010980	Minor
C1700695	C2316217	Moderate
C0038149	C0674428	Moderate
C0040372	C0663241	Moderate
C0062941	C1269691	Moderate
C0028833	C0054201	Unknown
C0043031	C0378366	Major
C0919292	C3853822	Moderate
C0057626	C0074769	Moderate
C0031463	C2316164	Moderate
C0023566	C0023660	Unknown
C0016365	C0041942	Moderate
C0025598	C4049141	Moderate
C0039468	C0165603	Unknown
C0034282	C0062092	Moderate
C0028351	C0031447	Moderate
C1619629	C4018471	Moderate
C0011777	C1096766	Unknown
C0766326	C3501358	Major
C0010592	C0053245	Moderate
C0009014	C0017628	Moderate
C0066101	C0292818	Moderate
C0012201	C0040979	Moderate
C0025853	C0246415	Unknown
C2934193	C2935023	Moderate
C0025872	C0028128	Unknown
C0013092	C0030438	Moderate
C0009079	C0074769	Major
C0031937	C0041031	Moderate
C0030095	C0064007	Moderate
C1609931	C1831808	Moderate
C0302583	C3253985	Major
C0005740	C0058218	Moderate
C2000088	C3192263	Major
C0014806	C0772364	Moderate
C0022245	C0116569	Moderate
C0020273	C0022005	Moderate
C0029995	C0030049	Unknown
C0796545	C2699709	Moderate
C0025598	C0055147	Unknown
C0032952	C0036442	Unknown
C0014582	C0027996	Moderate
C0028066	C0039771	Minor
C0171023	C1506770	Moderate
C1134659	C4278675	Major
C0011701	C0012963	Moderate
C0040263	C4519167	Moderate
C0016410	C0039644	Unknown
C0292818	C1831731	Major
C0025497	C0068333	Moderate
C0596004	C2000088	Moderate
C0001367	C0032950	Unknown
C3852938	C4045494	Moderate
C0035608	C0065517	Moderate
C1956796	C3885614	Moderate
C0024480	C0379881	Moderate
C0016280	C1455147	Moderate
C0022154	C3814772	Minor
C1506770	C2827241	Major
C0010547	C0244656	Moderate
C0020404	C0043031	Unknown
C0005320	C0600370	Major
C0038149	C0040864	Moderate
C0011777	C0016366	Moderate
C0051919	C2698385	Major
C0054201	C5230959	Moderate
C0296800	C1142985	Unknown
C1176306	C1831808	Moderate
C0074769	C3661282	Moderate
C0004057	C0771311	Moderate
C0034131	C0296800	Moderate
C0051809	C1705480	Major
C0057626	C4278675	Moderate
C0012258	C0108121	Moderate
C0025853	C0076275	Unknown
C0019453	C1174995	Moderate
C0028368	C0169964	Moderate
C0008318	C0009279	Moderate
C0028116	C0538927	Unknown
C1567130	C1664205	Major
C0013090	C0377265	Unknown
C0022939	C2001856	Moderate
C1621234	C1882138	Moderate
C0041014	C0299792	Unknown
C0026056	C0074554	Unknown
C0022625	C0033487	Moderate
C0032483	C0059865	Moderate
C0092777	C4086264	Moderate
C0010711	C1690432	Moderate
C0033429	C1516119	Moderate
C0008287	C4055478	Moderate
C0040372	C0074722	Moderate
C0025872	C0085542	Moderate
C0025854	C0144576	Unknown
C1611934	C1738934	Moderate
C0085173	C0285590	Major
C0245514	C0766326	Moderate
C0005320	C0060657	Moderate
C0002502	C0066101	Moderate
C0011015	C0103045	Major
C0053792	C1831808	Moderate
C0008992	C0009074	Unknown
C0085149	C2986922	Major
C0055856	C3264621	Major
C0065180	C0935989	Moderate
C2350866	C4277781	Moderate
C0754011	C1738934	Minor
C0020823	C0085228	Moderate
C0020336	C0600489	Moderate
C0011777	C3491971	Moderate
C0216231	C5398046	Moderate
C0011777	C0061938	Moderate
C0028116	C1145760	Moderate
C0247194	C2986924	Major
C0028094	C0030899	Moderate
C0027396	C0527189	Unknown
C0014942	C3491971	Moderate
C0024730	C0081876	Unknown
C0077163	C4550368	Moderate
C0013084	C2935023	Moderate
C0004259	C0052759	Moderate
C0043031	C0074554	Minor
C0085174	C0529793	Unknown
C0016967	C0030863	Moderate
C0015827	C1999375	Moderate
C0022154	C0085208	Major
C0030863	C0062941	Moderate
C0041030	C0063828	Moderate
C0045093	C2718773	Moderate
C0026056	C0054672	Moderate
C0001367	C0754188	Unknown
C0014806	C0031935	Major
C0011786	C0021246	Moderate
C0022181	C0213771	Moderate
C0002680	C0025677	Major
C0039512	C1257385	Moderate
C0008992	C0012306	Unknown
C0018988	C4683810	Moderate
C0041090	C0525678	Moderate
C0018546	C0060389	Unknown
C0021734	C4044947	Major
C0008996	C2350866	Moderate
C0016410	C0060405	Unknown
C0013085	C0057626	Moderate
C0030812	C0301374	Moderate
C0379881	C0907402	Major
C0040374	C0072973	Moderate
C0072916	C1664205	Major
C0038633	C0244656	Moderate
C1619962	C2343589	Moderate
C0042679	C0074722	Unknown
C0009262	C2830183	Moderate
C0011786	C0031447	Major
C0002679	C0022487	Moderate
C0018546	C4329353	Major
C1699926	C1873633	Major
C0033223	C1098261	Major
C0016945	C0073393	Unknown
C0022860	C0034665	Unknown
C0015020	C0040373	Moderate
C0060389	C0061323	Unknown
C2936870	C4079805	Moderate
C0025859	C1144149	Unknown
C0206460	C0216278	Major
C0039542	C3896940	Moderate
C0033405	C0042866	Unknown
C0073372	C2986922	Moderate
C0014563	C0085217	Minor
C2698385	C4079830	Moderate
C0022209	C0965129	Moderate
C0061863	C1455147	Moderate
C0040165	C0040341	Unknown
C0909381	C0965618	Moderate
C0079083	C0085542	Moderate
C1706668	C3661315	Moderate
C0014806	C0287721	Major
C0002645	C0085149	Unknown
C3491971	C4305843	Moderate
C0961965	C4519536	Moderate
C0070122	C3501358	Moderate
C0002600	C0137996	Major
C0020336	C0069739	Unknown
C0031184	C3814772	Moderate
C0146011	C0525227	Moderate
C0021246	C0298130	Unknown
C0085208	C3529928	Major
C4042960	C4079830	Moderate
C0020789	C0031184	Moderate
C0016278	C0092801	Major
C0070166	C1699861	Moderate
C0245514	C3272698	Moderate
C0008269	C0013136	Major
C0017628	C4329353	Moderate
C0063041	C0391001	Major
C0034665	C0762662	Unknown
C0071774	C0083381	Moderate
C0010620	C0171023	Moderate
C0059985	C0537894	Unknown
C0073372	C0249582	Moderate
C0039955	C3814772	Moderate
C1122087	C1176309	Major
C0165631	C1099414	Unknown
C0009214	C0109002	Moderate
C0029193	C0053245	Moderate
C0016410	C0023413	Unknown
C0072828	C0525227	Moderate
C0043611	C0108121	Moderate
C0012963	C0060657	Moderate
C0034665	C0220578	Unknown
C0005098	C0055147	Moderate
C3467876	C4086264	Major
C4079830	C4691680	Major
C1311070	C4482908	Moderate
C0004975	C0013085	Moderate
C0054836	C0061323	Moderate
C0010583	C0070895	Unknown
C0756085	C2713632	Moderate
C0298130	C3852938	Moderate
C0391001	C3657824	Major
C0031495	C1169997	Moderate
C0055729	C0072980	Moderate
C0006837	C0025677	Moderate
C0001275	C0033473	Moderate
C0042291	C4080091	Moderate
C0006376	C2934193	Moderate
C0079083	C0937846	Moderate
C0028214	C0037134	Major
C0020823	C0023586	Moderate
C0052865	C0081876	Moderate
C1145759	C4086264	Major
C0007257	C3898565	Moderate
C0055856	C1565316	Moderate
C0009074	C0014710	Moderate
C0028978	C0061863	Unknown
C0026256	C0717752	Moderate
C0018242	C0042670	Moderate
C0038792	C1707080	Major
C0039771	C4482908	Moderate
C0965618	C1533699	Moderate
C0009014	C0298130	Unknown
C0020336	C0031923	Unknown
C0038878	C1455147	Moderate
C1608841	C2698152	Moderate
C0011145	C0017887	Unknown
C0001927	C0052762	Unknown
C0012522	C0126174	Moderate
C0072857	C0206460	Moderate
C0245109	C3852671	Moderate
C1136535	C1567130	Moderate
C0033497	C0036078	Unknown
C0007248	C0079083	Unknown
C0051809	C1506770	Major
C0671970	C1135135	Unknown
C0000970	C0525227	Unknown
C0012086	C0028214	Moderate
C0032952	C0663241	Unknown
C0055729	C0114771	Major
C0254119	C4519167	Moderate
C0030812	C2935023	Major
C0031469	C0076823	Moderate
C0030812	C0079594	Moderate
C0031412	C0717758	Moderate
C0016860	C0060501	Unknown
C0039736	C0360174	Moderate
C0062941	C0123931	Moderate
C0028116	C0525227	Moderate
C0525005	C3177235	Moderate
C0022245	C0085170	Moderate
C0009262	C1872109	Moderate
C0216784	C0935916	Unknown
C0032613	C0246689	Moderate
C0037982	C0213771	Unknown
C0002403	C0041031	Moderate
C3661315	C4325235	Moderate
C0012582	C0028066	Unknown
C0072980	C0795635	Moderate
C0020316	C0034665	Unknown
C0017642	C2973446	Moderate
C0005740	C0052585	Minor
C0055856	C2000088	Moderate
C0038792	C4044947	Moderate
C2343853	C4287815	Moderate
C0034414	C4740904	Moderate
C0025376	C0025872	Unknown
C0072973	C0254119	Moderate
C0006463	C0671970	Moderate
C0008269	C0038689	Minor
C0039865	C0521083	Moderate
C0005320	C0068333	Moderate
C0000618	C0210630	Moderate
C0007561	C0025853	Unknown
C0063829	C3272344	Major
C0023972	C0753645	Minor
C0717360	C2742503	Moderate
C0033254	C0054668	Moderate
C0007257	C0042670	Moderate
C0060389	C0285590	Unknown
C0024778	C0054672	Moderate
C0033497	C0052940	Unknown
C0001367	C0064113	Unknown
C0031937	C0795635	Moderate
C0766326	C4042960	Moderate
C2316164	C4078312	Moderate
C0055147	C0061323	Unknown
C0034131	C0076080	Moderate
C0032950	C1174995	Moderate
C0028978	C0536495	Unknown
C0033405	C4519273	Moderate
C0006976	C3495673	Moderate
C0000970	C0289313	Unknown
C0012265	C0039771	Unknown
C1611934	C2936870	Moderate
C0024027	C0072980	Moderate
C0050393	C1664205	Moderate
C0014964	C0213771	Unknown
C0060657	C2986924	Moderate
C0036516	C1174893	Moderate
C0048044	C0527189	Moderate
C0060926	C0210657	Unknown
C0002575	C0025815	Moderate
C0016410	C0249582	Unknown
C0025598	C0053245	Moderate
C0023660	C0023992	Unknown
C0028833	C0293359	Moderate
C0025376	C0289313	Unknown
C0121902	C2986924	Moderate
C1257385	C2973446	Moderate
C0085379	C1718383	Major
C0002555	C4079854	Moderate
C0040845	C1455147	Moderate
C1998098	C4723629	Moderate
C0013136	C3496793	Major
C0082607	C0246415	Unknown
C0031184	C3273719	Moderate
C1311070	C3899947	Moderate
C0005640	C0006976	Moderate
C0007299	C0082646	Moderate
C0032825	C0165603	Unknown
C0286738	C2934193	Moderate
C0066685	C2000145	Moderate
C0008168	C0299792	Moderate
C1099414	C1176315	Minor
C0015020	C0022252	Moderate
C0085208	C0286651	Unknown
C0012702	C2934193	Moderate
C0041014	C0082646	Unknown
C0903898	C4287815	Moderate
C0060926	C0209210	Unknown
C0010961	C4519273	Moderate
C0007559	C0042679	Unknown
C0025152	C4055478	Moderate
C0011685	C3272698	Moderate
C0059668	C1455147	Moderate
C0525005	C4058811	Major
C1707080	C3661283	Moderate
C0060926	C1174893	Moderate
C0007562	C0008947	Unknown
C0009262	C0031469	Minor
C1269691	C1533699	Moderate
C0012228	C0378366	Major
C0009079	C0014563	Moderate
C0969589	C4086264	Moderate
C0027603	C0876716	Moderate
C0032483	C4519220	Moderate
C0026259	C0663241	Unknown
C0288171	C0935989	Unknown
C0020268	C0025677	Moderate
C0013030	C0013084	Moderate
C0004259	C0025853	Moderate
C0010961	C0070166	Unknown
C0022642	C0032950	Unknown
C0037982	C0040374	Unknown
C0028978	C0649350	Unknown
C0013089	C0033228	Unknown
C0113293	C1174893	Moderate
C0010592	C2343589	Moderate
C0033429	C0526371	Moderate
C0676831	C0717360	Moderate
C0042845	C0085208	Unknown
C0033511	C0252643	Unknown
C0541315	C0903898	Moderate
C0030049	C0039771	Unknown
C0526371	C0965618	Moderate
C0008183	C0020823	Moderate
C0006686	C0032950	Unknown
C0025598	C0123677	Moderate
C1882138	C4042960	Moderate
C0001047	C0082607	Unknown
C2973895	C4287815	Moderate
C0033743	C0285590	Moderate
C0023660	C1096766	Moderate
C0016299	C2974540	Minor
C0728747	C5828321	Moderate
C0068771	C4482908	Major
C0040864	C1142985	Unknown
C0009079	C0022957	Moderate
C1135135	C2717561	Moderate
C0071568	C4726929	Major
C0054094	C2930696	Moderate
C0123091	C1565750	Moderate
C0026256	C4683810	Major
C0070122	C0935989	Moderate
C0001443	C0055856	Moderate
C0012582	C0136123	Unknown
C0000981	C0063828	Moderate
C2353951	C4726770	Moderate
C0061323	C1099456	Moderate
C0028094	C4524315	Moderate
C0001911	C3264621	Moderate
C0015011	C0289313	Moderate
C0254119	C2935436	Moderate
C0014964	C0042670	Moderate
C0009011	C3489764	Moderate
C0015689	C0247025	Moderate
C0033405	C4519199	Moderate
C0530684	C2973446	Moderate
C2973446	C5235396	Moderate
C0013089	C0072980	Moderate
C0077275	C0674432	Moderate
C0008269	C0016860	Unknown
C0019134	C0041014	Unknown
C0009014	C1516119	Unknown
C0056732	C0060501	Unknown
C0028356	C1565750	Moderate
C0039663	C0076107	Moderate
C0014563	C0049506	Unknown
C0961485	C4329353	Minor
C0011816	C3192263	Moderate
C0301374	C0913506	Moderate
C0025942	C1701455	Minor
C0031862	C0055147	Unknown
C0002598	C0014582	Major
C0042291	C4329353	Moderate
C1176309	C1699926	Major
C0072980	C3852938	Major
C0028420	C0060389	Unknown
C0023556	C0043474	Moderate
C0025942	C0753645	Unknown
C0019134	C1337242	Unknown
C0060179	C2973446	Moderate
C0008024	C0012145	Moderate
C0030873	C0220578	Major
C0017642	C0913469	Moderate
C0007299	C0022026	Moderate
C0393022	C2343589	Moderate
C0013360	C0041030	Major
C0043031	C0210657	Unknown
C1566826	C2698692	Moderate
C0000992	C0937846	Minor
C0007343	C4045494	Moderate
C0002563	C0533545	Major
C0016280	C1145759	Moderate
C0041014	C0907410	Unknown
C0074493	C0220578	Major
C1565750	C3501358	Moderate
C0040610	C3814772	Moderate
C0292818	C4079805	Moderate
C0039925	C2828294	Moderate
C0072980	C0287721	Moderate
C0026388	C0036442	Moderate
C0245514	C1122962	Moderate
C0027360	C1609165	Moderate
C1721377	C2698385	Moderate
C1176306	C1721377	Moderate
C0717752	C1313386	Moderate
C1099677	C1831796	Moderate
C0063041	C0771311	Unknown
C0031937	C0060657	Major
C0014964	C0019134	Unknown
C0021734	C0078257	Moderate
C2987417	C4079854	Moderate
C0064079	C0127615	Unknown
C0024778	C4519232	Moderate
C0014806	C0753678	Moderate
C0066101	C0754011	Moderate
C0041165	C3467876	Moderate
C0033493	C3896940	Moderate
C0008294	C0066535	Moderate
C0012373	C4078312	Major
C0055729	C0600296	Moderate
C0002499	C0027780	Moderate
C0025153	C0040610	Major
C0796545	C2316164	Moderate
C0043474	C0063041	Major
C0081876	C0087163	Unknown
C0759933	C4045494	Moderate
C0020740	C4329353	Moderate
C0759933	C2698692	Major
C0259507	C3713057	Major
C0031412	C3886460	Moderate
C0002563	C0017642	Moderate
C0012291	C2350948	Major
C4682397	C5139749	Moderate
C0025853	C0040374	Unknown
C0218986	C5139729	Moderate
C0038633	C0140610	Moderate
C0007546	C0025853	Unknown
C1435444	C4329353	Moderate
C0009011	C0039644	Unknown
C0012522	C0051150	Moderate
C0025815	C0046948	Moderate
C0008992	C0016277	Unknown
C0024977	C0771269	Moderate
C0025815	C0054201	Unknown
C0032950	C2718773	Moderate
C0055729	C0663733	Major
C0022625	C0040374	Moderate
C0032483	C1455035	Moderate
C0025677	C2343589	Moderate
C0040341	C0073992	Unknown
C0055856	C3854019	Unknown
C0012291	C0032952	Unknown
C0069805	C0085174	Unknown
C0056732	C0965129	Unknown
C0002575	C0039771	Unknown
C0024472	C0126777	Moderate
C0016410	C0020934	Unknown
C0057558	C0965129	Minor
C0009011	C4329353	Moderate
C1311070	C3818721	Major
C1506770	C1998098	Major
C0965618	C1872109	Moderate
C0060926	C0079083	Unknown
C0055891	C1176309	Minor
C0078794	C4726732	Minor
C0330206	C1831808	Moderate
C0006464	C3853822	Moderate
C0008168	C1870115	Moderate
C0023992	C0033228	Unknown
C0020404	C0060389	Unknown
C0042679	C4086264	Moderate
C0049506	C0071129	Moderate
C0039832	C0245561	Moderate
C0041009	C3814772	Moderate
C0001962	C0007550	Moderate
C0085149	C1506770	Moderate
C0016351	C0907410	Moderate
C1311070	C2974289	Moderate
C0070166	C0877880	Major
C0036534	C0360172	Minor
C0298130	C0536495	Unknown
C0031495	C0770555	Moderate
C0028978	C0165032	Unknown
C0024476	C4078312	Moderate
C1134467	C3853921	Moderate
C0011777	C0038633	Unknown
C0028156	C2830183	Moderate
C0006686	C0065374	Unknown
C0025815	C2607479	Moderate
C0037707	C0600370	Major
C0002555	C3700399	Moderate
C0013089	C0286738	Major
C0005640	C0037982	Minor
C0010711	C0020402	Moderate
C0015846	C3192263	Moderate
C0073372	C0765273	Minor
C0033497	C0538927	Moderate
C0050940	C0298130	Unknown
C0039512	C0043474	Moderate
C0079594	C1999375	Moderate
C0666743	C3853839	Major
C0016377	C2316217	Moderate
C0000970	C0076275	Unknown
C0033223	C0165921	Major
C0012125	C0040979	Moderate
C0039736	C0071097	Unknown
C0010711	C3255208	Moderate
C0010592	C0032952	Moderate
C0042291	C1311070	Moderate
C0057258	C1456409	Major
C0059865	C0073992	Unknown
C0006674	C0007559	Unknown
C1099677	C1722260	Moderate
C0006405	C0025153	Moderate
C0020740	C2828290	Moderate
C0082607	C0169964	Moderate
C0040845	C4524315	Moderate
C1176329	C3501358	Moderate
C0132326	C1455147	Moderate
C0077275	C0936148	Moderate
C0029193	C0907410	Moderate
C0296800	C0537147	Unknown
C0008269	C0935989	Moderate
C0020336	C4045494	Major
C0031184	C0031448	Moderate
C0070549	C1958126	Moderate
C1609165	C1706668	Moderate
C0027996	C0036079	Minor
C0042670	C0143083	Moderate
C0033429	C3181682	Major
C0016365	C0293359	Moderate
C0014963	C0537270	Moderate
C0069717	C4519220	Moderate
C0030899	C4731850	Major
C0014964	C1311070	Moderate
C0030899	C0040899	Moderate
C0043474	C1176309	Moderate
C0020261	C0023660	Unknown
C0085208	C1718383	Major
C0042679	C1172734	Major
C0032952	C0053091	Moderate
C0015837	C0771269	Moderate
C0016384	C1873633	Moderate
C0004259	C0028066	Unknown
C0039245	C0055856	Moderate
C0040879	C2828294	Moderate
C3896940	C4519258	Moderate
C0016377	C0137996	Moderate
C0071568	C5828321	Moderate
C0004057	C0907402	Moderate
C0528023	C3177235	Moderate
C0033567	C0055573	Moderate
C0016277	C0076836	Major
C0060933	C3652638	Moderate
C0030899	C0246689	Moderate
C0004057	C0012373	Moderate
C0068334	C0903898	Moderate
C0218986	C2353893	Major
C0031862	C0060405	Unknown
C0146224	C0164613	Moderate
C0600175	C0772089	Moderate
C0038633	C0244821	Unknown
C0072980	C2718773	Moderate
C0068771	C0766326	Major
C0140610	C0718050	Unknown
C0008992	C0025605	Unknown
C1144149	C3848580	Moderate
C0020268	C4086895	Moderate
C0020264	C1435444	Major
C0030883	C2974540	Moderate
C0071568	C0537270	Moderate
C0028005	C0029112	Moderate
C0007538	C0055856	Unknown
C0039902	C3657824	Major
C0070166	C2348248	Minor
C0025605	C0077163	Moderate
C0285590	C0529351	Moderate
C0005640	C0033493	Moderate
C0025611	C0041014	Moderate
C2742502	C2987417	Major
C0032950	C1876229	Moderate
C0146224	C0717758	Major
C0017887	C0032950	Unknown
C0000946	C0063828	Moderate
C0002645	C0028365	Unknown
C0962603	C2316164	Moderate
C0031412	C2987417	Moderate
C0031469	C0033447	Moderate
C0018549	C0020336	Major
C0076080	C3855916	Moderate
C0005308	C1876229	Moderate
C0012265	C4519273	Moderate
C0085379	C0330206	Moderate
C0038675	C0050940	Unknown
C0025611	C1337242	Moderate
C0020264	C0033497	Moderate
C0015827	C0074393	Major
C2744440	C2987417	Moderate
C0025942	C1998098	Moderate
C0013090	C0085149	Unknown
C0011145	C0063817	Major
C0014987	C0054668	Moderate
C0073393	C0378466	Unknown
C0013089	C0017628	Unknown
C0008183	C4548848	Moderate
C0040864	C0795635	Minor
C0286651	C3273711	Moderate
C0213404	C4049141	Moderate
C0008280	C0041098	Moderate
C0073999	C1170000	Moderate
C0301508	C2931926	Major
C0016225	C0066101	Moderate
C0060241	C0771311	Moderate
C0013089	C0076840	Unknown
C0007299	C0063829	Moderate
C0022625	C0120107	Moderate
C0002333	C0025039	Moderate
C0012125	C0033743	Moderate
C0245109	C1831731	Moderate
C1176309	C1453933	Moderate
C1533699	C4287804	Major
C0012050	C0031379	Moderate
C0002026	C1506770	Moderate
C0216231	C4079854	Moderate
C0772051	C0909381	Moderate
C0285590	C4482908	Major
C0879399	C4044947	Major
C0021186	C0213771	Unknown
C0040377	C0054201	Moderate
C0006388	C0209211	Moderate
C3852841	C4278675	Major
C0005096	C0065512	Moderate
C0020823	C0063757	Major
C0005640	C0168273	Major
C0031990	C4044947	Moderate
C0078774	C1172734	Minor
C0079083	C4078806	Moderate
C0033405	C0072857	Moderate
C0042071	C0245561	Moderate
C0008188	C0026196	Moderate
C0069717	C0071097	Unknown
C0011276	C1951481	Moderate
C0009014	C0020402	Unknown
C0012373	C0220578	Unknown
C0008838	C0017887	Unknown
C0019134	C0076840	Unknown
C0068334	C0301527	Moderate
C0022625	C0054201	Major
C1831731	C2717539	Moderate
C0005320	C0296800	Unknown
C0002575	C0014912	Moderate
C0008783	C0014025	Unknown
C0002333	C0026259	Unknown
C0053882	C0081876	Unknown
C0032950	C0079083	Unknown
C0006686	C0060926	Unknown
C0071097	C1530072	Moderate
C0040372	C0068334	Moderate
C0017628	C0073372	Moderate
C0289313	C4726770	Moderate
C0033405	C0073633	Moderate
C0016860	C3854019	Major
C0012582	C0663733	Major
C0914729	C0935989	Moderate
C0033405	C0209210	Major
C0059985	C0065374	Unknown
C0302583	C0771311	Moderate
C0015620	C0140610	Unknown
C0000970	C0085174	Unknown
C0144576	C0935916	Unknown
C0012125	C0028420	Moderate
C0010620	C0041249	Moderate
C0068771	C2974289	Major
C0936148	C2986922	Major
C0006464	C4049141	Moderate
C0015011	C0246421	Moderate
C0754820	C1337242	Unknown
C0936148	C4058811	Major
C0000992	C0012091	Moderate
C0016277	C0247194	Major
C4080091	C4519167	Major
C0376637	C3179549	Moderate
C0257685	C0908935	Unknown
C0017628	C0031990	Moderate
C0012522	C1313052	Moderate
C0754011	C2935023	Moderate
C0022614	C1956796	Moderate
C0006464	C0041090	Moderate
C0018318	C0040374	Moderate
C0040879	C0054201	Unknown
C0069717	C1455035	Moderate
C0040934	C2350866	Moderate
C0007561	C0025241	Unknown
C0093437	C0360172	Moderate
C0024730	C0038633	Unknown
C0010592	C1142985	Moderate
C0033743	C0077275	Moderate
C0014582	C1567130	Moderate
C0288171	C3467876	Moderate
C1176309	C4726929	Major
C0877880	C3661282	Moderate
C0025605	C0055904	Moderate
